,price,nav,date,isin
120211,4.666923582263574,4.666950845218062,2020-07-22,IE00B14X4S71
120251,4.6659830253846035,4.6659124479434775,2020-07-23,IE00B14X4S71
120291,4.662495252607361,4.662428205978294,2020-07-24,IE00B14X4S71
120331,4.655197679587739,4.653951778692217,2020-07-27,IE00B14X4S71
120371,4.6515765588022475,4.650438919095424,2020-07-28,IE00B14X4S71
120411,4.648325456302019,4.649164104633955,2020-07-29,IE00B14X4S71
120451,4.644871552839644,4.643512628959617,2020-07-30,IE00B14X4S71
120491,4.638604962074329,4.637217152316345,2020-07-31,IE00B14X4S71
120531,4.643669485138701,4.644309165032,2020-08-03,IE00B14X4S71
120571,4.642369626977198,4.6434115736047765,2020-08-04,IE00B14X4S71
120611,4.635602393108293,4.63578377155589,2020-08-05,IE00B14X4S71
120651,4.636959508477498,4.635834202498,2020-08-06,IE00B14X4S71
120691,4.642032350720657,4.642516065816122,2020-08-07,IE00B14X4S71
120731,4.640247712600788,4.6396083270072905,2020-08-10,IE00B14X4S71
120771,4.639668226395659,4.63929138020725,2020-08-11,IE00B14X4S71
120811,4.642273273939594,4.6416525378655,2020-08-12,IE00B14X4S71
120851,4.6392817156168595,4.6385962579745526,2020-08-13,IE00B14X4S71
120891,4.638121286127777,4.637630599723156,2020-08-14,IE00B14X4S71
120931,4.638701669196884,4.638396042766717,2020-08-17,IE00B14X4S71
120971,4.628984364087346,4.629496877979149,2020-08-18,IE00B14X4S71
121011,4.6321041872281725,4.632140203322503,2020-08-19,IE00B14X4S71
121051,4.634243433473799,4.635816745921234,2020-08-20,IE00B14X4S71
121091,4.6392817156168595,4.640631919946191,2020-08-21,IE00B14X4S71
121131,4.640923355693909,4.640796948631157,2020-08-24,IE00B14X4S71
121171,4.636475035816504,4.637013754802323,2020-08-25,IE00B14X4S71
121211,4.6321041872281725,4.631356316870913,2020-08-26,IE00B14X4S71
121251,4.631422557132157,4.6315180133202745,2020-08-27,IE00B14X4S71
121291,4.620058798481842,4.62136041406681,2020-08-28,IE00B14X4S71
121331,4.624384404911896,4.623416701208864,2020-09-02,IE00B14X4S71
121371,4.627078438036971,4.625983087099506,2020-09-03,IE00B14X4S71
121411,4.631032845513819,4.630126178525066,2020-09-04,IE00B14X4S71
121451,4.633223000430126,,2020-09-07,IE00B14X4S71
121491,4.6437175956003305,,2020-09-08,IE00B14X4S71
121531,4.645111793081039,4.646293894987955,2020-09-09,IE00B14X4S71
121571,4.656148430752721,4.656893188038079,2020-09-10,IE00B14X4S71
121611,4.663061664403869,4.663352297892554,2020-09-11,IE00B14X4S71
121651,4.655578088531937,4.655564776662408,2020-09-14,IE00B14X4S71
121691,4.65757286478114,4.657779713760299,2020-09-15,IE00B14X4S71
121731,4.646839821159484,4.646198879144712,2020-09-16,IE00B14X4S71
121771,4.64314011723972,4.643650240305938,2020-09-17,IE00B14X4S71
121814,4.643284518096749,4.642491018587645,2020-09-18,IE00B14X4S71
121857,4.655958352820196,4.655372685675355,2020-09-21,IE00B14X4S71
121900,4.659942421835071,4.661074035413323,2020-09-22,IE00B14X4S71
121943,4.658521361485086,4.657914427242951,2020-09-23,IE00B14X4S71
121986,4.660794089736088,4.6618472617812445,2020-09-24,IE00B14X4S71
122029,4.662967284714308,4.662603839723842,2020-09-25,IE00B14X4S71
122072,4.650812543866793,4.651923038150819,2020-09-28,IE00B14X4S71
122115,4.650478103692633,4.652170177325306,2020-09-29,IE00B14X4S71
122158,4.644871552839644,4.645224205691162,2020-09-30,IE00B14X4S71
122201,4.647606876185348,4.649927467100773,2020-10-01,IE00B14X4S71
122244,4.643910014304022,4.644564922459975,2020-10-02,IE00B14X4S71
122287,4.641598542601643,4.640900198343572,2020-10-05,IE00B14X4S71
122330,4.642562305205154,4.641278367930124,2020-10-06,IE00B14X4S71
122373,4.645303943727737,4.646733345777499,2020-10-07,IE00B14X4S71
122416,4.644871552839644,4.644922488591892,2020-10-08,IE00B14X4S71
122459,4.638508245598602,4.639210194744815,2020-10-09,IE00B14X4S71
122502,4.63336884034677,,2020-10-12,IE00B14X4S71
122545,4.641212777335021,,2020-10-13,IE00B14X4S71
122588,4.637153231841142,4.636463405587989,2020-10-14,IE00B14X4S71
122631,4.645448032486661,4.646579847798095,2020-10-15,IE00B14X4S71
122674,4.645736147734753,4.6447908191627,2020-10-16,IE00B14X4S71
122717,4.639958011473755,4.639443102032822,2020-10-19,IE00B14X4S71
122760,4.64285125295578,4.642218348553789,2020-10-20,IE00B14X4S71
122803,4.628300603376946,4.626798596507641,2020-10-21,IE00B14X4S71
122846,4.632201525039122,4.632026310157089,2020-10-22,IE00B14X4S71
122889,4.635699391022914,4.635883661144035,2020-10-23,IE00B14X4S71
122932,4.638024522859038,4.637414698866314,2020-10-26,IE00B14X4S71
122975,4.633757642840004,4.6344153468163,2020-10-27,IE00B14X4S71
123018,4.640730361386642,4.639616056162243,2020-10-28,IE00B14X4S71
123061,4.646120172317046,4.64790586823937,2020-10-29,IE00B14X4S71
123104,4.64285125295578,4.644667783882178,2020-10-30,IE00B14X4S71
123147,4.64731929949625,4.646172964165996,2020-11-02,IE00B14X4S71
123190,4.6336118596193945,4.633649765301315,2020-11-03,IE00B14X4S71
123233,4.641261006132445,4.640359707873931,2020-11-04,IE00B14X4S71
123276,4.631812116934513,4.630950012225509,2020-11-05,IE00B14X4S71
123319,4.6260506635674465,4.628191158263561,2020-11-06,IE00B14X4S71
123362,4.6280562897747926,4.6273699378839925,2020-11-09,IE00B14X4S71
123405,4.621437158451963,4.61962323565783,2020-11-10,IE00B14X4S71
123448,4.623402954249151,,2020-11-11,IE00B14X4S71
123491,4.628251745431412,,2020-11-12,IE00B14X4S71
123534,4.626344421219498,4.626626347403693,2020-11-13,IE00B14X4S71
123578,4.623942871311375,4.62539625303277,2020-11-16,IE00B14X4S71
123622,4.6194674906889155,4.619384679689202,2020-11-17,IE00B14X4S71
123666,4.616653993929377,4.615936025807569,2020-11-18,IE00B14X4S71
123710,4.6216830943623055,4.622163970214641,2020-11-19,IE00B14X4S71
123754,4.61690110886379,4.617474180444256,2020-11-20,IE00B14X4S71
123798,4.61719756620081,4.616710341508942,2020-11-23,IE00B14X4S71
123842,4.612344389736092,4.612213324753489,2020-11-24,IE00B14X4S71
123886,4.610754564281992,4.610380588235971,2020-11-25,IE00B14X4S71
123930,4.6141299273595635,,2020-11-26,IE00B14X4S71
123974,4.615417502439641,,2020-11-27,IE00B14X4S71
124018,4.6133367486544845,4.613053034537209,2020-11-30,IE00B14X4S71
124062,4.606768907351788,4.611506071805596,2020-12-01,IE00B14X4S71
124106,4.6133367486544845,4.614499531990864,2020-12-02,IE00B14X4S71
124150,4.602316117005185,4.601903857339956,2020-12-03,IE00B14X4S71
124194,4.603719133720777,4.60366605535055,2020-12-04,IE00B14X4S71
124238,4.61274145148441,4.615530333844897,2020-12-07,IE00B14X4S71
124282,4.612542940317504,4.612076283902191,2020-12-08,IE00B14X4S71
124326,4.610953430743819,4.609560534289384,2020-12-09,IE00B14X4S71
124370,4.617790217344194,4.619131274868717,2020-12-10,IE00B14X4S71
124414,4.623255653534477,4.624035118884299,2020-12-11,IE00B14X4S71
124458,4.615714399863762,4.616082430291765,2020-12-14,IE00B14X4S71
124502,4.606968567929471,4.609953726592858,2020-12-15,IE00B14X4S71
124546,4.603017871419949,4.602540732001988,2020-12-16,IE00B14X4S71
124590,4.59491780952374,4.595377392725226,2020-12-17,IE00B14X4S71
124634,4.602917650934797,4.603657041762567,2020-12-18,IE00B14X4S71
124678,4.614674873002337,4.615757937407975,2020-12-21,IE00B14X4S71
124722,4.614229030476437,4.616042863625885,2020-12-22,IE00B14X4S71
124766,4.602165676967792,4.60087999627076,2020-12-23,IE00B14X4S71
124810,4.596129441335942,4.599709302468397,2020-12-24,IE00B14X4S71
124854,4.5955742923146445,4.594469133413875,2020-12-30,IE00B14X4S71
124898,4.591071261608589,4.590044365362716,2020-12-31,IE00B14X4S71
124942,4.5944125293351314,4.595389510742597,2021-01-05,IE00B14X4S71
124986,4.596179894149959,4.598261375020312,2021-01-06,IE00B14X4S71
125030,4.597793041649042,4.598930761198072,2021-01-07,IE00B14X4S71
125074,4.596684282337793,4.595154192979211,2021-01-08,IE00B14X4S71
125118,4.602265972840701,4.602691115630908,2021-01-11,IE00B14X4S71
125162,4.593097604753822,4.592797964724531,2021-01-12,IE00B14X4S71
